text,polarity
«бћгнб Ён «бг”б”б «д г«Ќѕ‘ Ёняж »нЌ«жб нёбѕ «б‘ќ’н«  «бгЋб  «бЁнбг,1
»дЌЎ ћ“Ѕ где« Џбм  жн — бяд д’ «б»н«д »няжд Џбм «бЁн”»жя «ж Џбм «бгжёЏ,1
‘«еѕ  гнг «б»—џжЋн жг’ЎЁм ”Џнѕ Ён «б–я—м «б«жбм ббЋж—е Ём «ќ— яб«г,1
‘«еѕ «ќ— яб«г бг«–« гбнждне «бћгЏе нжбнж ж«бѕ «Ќѕ ‘еѕ«Ѕ,1
—Ќг «ббе «б”нѕ гд’ж— Ќ”д џЁ— «ббе бе ж«бег «”— е «б’»— ж«б”бж«д,1
»”ге «гб еѕне бЏжѕе «бЌ» бЌн« д«,1
»—Ќнб ’«бЌ  ÷Џ Ћж—е «бнгд «ёѕ«ге« Џбм «жб Ў—нё «бд’— дЋё Ём ёѕ—е ‘Џ»д« «бнгдм Џбм  жЌнѕ «б’Ё б«” яг«б «еѕ«Ё «бЋж—е г»—жя ббнгд жЏё»«б ”ж—н«,1
 дгне гЌж— ёд«е «б”жн” нЏѕ г‘—жЏ« ёжгн« «б”«ѕе «бгЌ —гжд,1
«бг’—н «бнжг «б”Ён— Ќ”«г «бё«жн‘ «бг ЌѕЋ »«”г гћб” «бж“—«Ѕ бб«Џб«гне ћне«д гд’ж— Ён »—д«гћ ’»«Ќ «б Ќ—н—,1
«б”«ѕе «б«Ё«÷б »ћ—нѕе «бг’—н «бнжг Џд «бќ»— «бгд‘ж— Ќжб «бџ«Ѕ дѕже бн »д«ѕн «б‘г” ббѕЏ«не «б«д ќ«»не «бќ»— џн— ’ЌнЌ,1
гд –я—н«  «б«ё’— г ЌЁ «б ЌднЎ,1
гд «б–н “«— г—”н Ён гќ»∆е «б”—н ѕЏб«Ѕ «б«”ж«дн ня » гё«бе »Џдж«д янЁ бб—∆н” «д нд«г Џбм е–« «б—«»Ў,1
жЌѕж« «ббе н« ћг«Џе ж»б«‘ «‘«Џ«  Џд гЁ«ћ«  Џ‘«д г‘ Џ«н“нд «Ќ»«Ў«  яб «бЌя«не гбЁ гЏёѕ едЌ«жб дЁеге гЏ »Џ÷,1
Џё»«бд«,1
гЎбЏ ‘ «д« “н г«яд н » ёжбн «жб ж «ќ— Ќ»н» бЌё н Џ—Ё н ж ѕж» н ж Џ‘нё н бЌё н д”н н ж ећ— н ж »Џ н Џ“н“ «б‘«ЁЏн,1
«б«е—«г —ћЏ “м «н«г еняб «б»бѕ “м «бЁб »”  Џ»«де ‘жне жёж« д«  ё —» гд  б «»н» »” «”—«∆нб ÷—»  яб гЎ«— д«,1
ћжбе «б”ж—н «бЌ— »ѕ—Џ« ћжбе гЏ «гн— «б«ё Ќ«г ћ»ее «бд’—е Ён  б «бћ« Џ»—,1
ж’жб «бЋж«— бгнѕ«д «б Ќ—н— «Ќѕ «я»— Џб«г«  «”ё«Ў «б«дёб«» ж«бЏб«г«  «бя»—м ж«б«ќ—м ё«ѕге гЏ ё«ѕг «б«н«г,1
дд ў—яг Ён дѕже «б жёнЏ «б«жбм б д«ѕн «б”н«—«  бѕя ж—Џб«Ѕ «б«”ж«дн »ѕ«— «б«ж»—« «бг’—не «бћгЏе «бё«ѕге »«–д «ббе,1
ёѕ  —м «б«гж— г” Џ’не Џбня »Џ÷ «б‘нЅ бяд «–« г« дў—  гд –«я «б»«» «б–н б« ндў— «бне «Ќѕ ”жЁ  —м «б«гж— г ћбне ж«÷Ќе жгЁежге бѕня Ќ«жб,1
бж ѕгЏ я д“б  Џбм ќѕя гд я — ÷нё я «Џ—Ё «д —»д« »нёжбя «”дѕ —«”я Џбм »«»м,1
 —ян« я»н— «бё÷«е н ег «—ѕжџ«д » Ё”«ѕ «б÷гн— жн Џеѕ ’жд я—«ге «б« —«я жЌ—н« ег,1
«бЌгѕ ббе  гб« «бгн“«д,1
г’—  ёЏ Ён гћгжЏе д«—не д«—не г’—  жд” «б”дџ«б гж“г»нё «ж ћдж» «б”жѕ«д Ќ”д ‘Ќ« е я«д »н— Џ‘ жеж »н”Ќ» «бё—Џе,1
б«Ќў  «бг’«ѕ—  ёѕг ж«÷Ќ Ён «”бЌе «бће«ѕннд Ён ”нд«Ѕ ж«” ќѕ«г г÷«ѕ«  ббЎ«∆—«  ж«бгѕ—Џ«  «” ќѕг  Ён гж«ћее «бћн‘ жгж«Ўдн «бгѕ,1
ж бЏб «”жЅ г« Ён е–« «бнжг џн«»я н« »«”г,1
 г «б« ’«б «яЋ— гд г—е ж” яжд Џдѕд« »«бџѕ Ён бћде Ќёжё «б«д”«д,1
Ќ м Ён Ё—д”« г «ќ— Џ‘«д «б—н” гЏѕн,1
«ёжбя Џбм Ќ«ће «бѕдн« г‘ гЌ «ће «е ж«ббе,1
»”ге «гб ќбм ќн—я бяб «бд«” н—жн бн «”«ге ж еж ‘«» ”ж—н,1
гЏ—÷ «бя «» я «» «бг‘жё «бм «бё—«Ѕе жЎб» «бЏбг б «б‘нќ,1
‘»Ќ «÷Ў—«»«  Џ‘не «б ’ѕнё Џбм Џ‘—«  «б«Џѕ«г«  «б«ќ»«— г’— «бё«е—е гЌгѕ,1
ѕЏб«Ѕ «б«”ж«дн бг«–« н Ќ—‘ «бг’—нжд »«бд”«Ѕ «ё—« «бгё«б я«гб«,1
«ќ‘м гд «д н‘же »Џ÷ гд н ябгжд »«”г «бг‘—жЏ «б«”б«гн «д н‘жеж« «бг‘—жЏ ѕ Џ»ѕ «бгдЏг «»ж «бЁ жЌ «Ћд«Ѕ бё«∆е,1
«Џ—Ё »б«ѕя «бгџ—» Џнд «”—ѕжд  жћѕ Ён »дн гб«б жен гѕнде гџ—»не  ёЏ Ён «бж”Ў «бџ—»н ббггбяе «бгџ—»не ж”еб,1
ѕ Џб«Ѕ «б«”ж«дн г«–« н—нѕ «д’«— «б«ќж«д гд «”ядѕ— Ўж” «ё—« «бгё«б я«гб« Џбм е–« «б—«»Ў,1
«б«д ќ«»«  «б»—бг«дне «бё«ѕге гЌЎе я»—м Ё«г«  ё«—» »ндд« ж»нд «бѕжбе «бгѕдне »гЏ«дне« џн— «бЏ”я—не жџн— «бѕндне «ж  »«Џѕ »ндд« ж»нде«,1
ѕ” ж— б« нг— »гж«Ёёе ЋбЋнд «б‘Џ» Џбм «б«ёб жЁёЎ »«б«џб»не «бгЎбёе н»‘— »«дё”«г «бжЎд ж«б«Ў«Ќе »«б«” ё—«— жбд нЏг—,1
«б»»б«жн  ’днЁ «б«ќж«д  дўнг« «—е«»н« ё—«— ”н«”н «б»»б«жн г’—,1
«бё«яг »Џѕ —»Џ ”«Џе гд «б«д Ён »—д«гћ «бЌн«е «бнжг Џбм ёд«е «бЌн«е ббЌѕнЋ Џд ё÷не «б«”«Ѕе б—”жбд« «бя—нг ’бм «ббе Џбне ж”бг,1
н«—» «д« г‘ Ў«б» я н— «д« Џ«н“ ж«Ќѕе Ём ќЁе ѕг —дж‘ жћд«д ”жя« жћг«б ‘н—м Џ«ѕб ж—ёе ћд«  ж«м Ќ«ће гд ’«Ёнд«“,1
«бЌб «б”н«”н неѕЁ бб»ѕЅ Ён »д«Ѕ «б«ё ’«ѕ жб« нЏдн «б ’«бЌ гЏ гд  ж—Ўж« Ён ЏдЁ «б”«ѕе «бгЌ —гжд,1
«гнд гд ед« ббЏ‘— «б«ж«ќ— «д« Ён ѕня «б”«Џе н« ћгнб «д  Џ«—Ё гЌ» н ж«Џћ«»н,1
«бЌбёе «бЋ«где Џ‘— «бћ“Ѕ «бЋ«бЋ Ё—ёе ’«»—нд,1
«бн Ќгѕнд ’»«Ќн бж «д  Џ«ж“  Ќ«яг «б”н”н н»ён «д  г« Ё—ё ‘ я н— Џд «ббн Ќ«яг ”бнг«д ќ«Ў— дёЎе г’— «б«д ќ«»«  «б—∆«”не «бнжг «б”«»Џ,1
г‘ яѕе »—÷е ЌнЋ яѕе ќѕ ѕн бЌѕ г« «‘жЁя Џбм ќн—’»«Ќ «бЁб,1
«бгн“е «бжЌнѕе бЌ“» «бдж— еж  ж«Ё— г«ѕе ћнѕе бб»—д«гћ бяд «д« »ёжб «д «б»бѕ «ег гд «б»—д«гћ,1
«Ќд«« «б’ж  ”«Џе бг«  Ќ»ж «бѕдн« ”яж  я«—нжям,1
«–« ЌѕЋ  ж«Ёё Ќжб «бг»«ѕмЅ «бЏ«ге ббѕ” ж— ”нЁёѕ «бг Ў—Ёжд «я»— «”бЌ ег б«»ѕ «д нёдЏж« «б»”Ў«Ѕ «д «б«”б«г Ён ќЎ— Ќ м нЁж“ж« »гё«Џѕ «бЌяг,1
н«  —м «не «ббм »н‘ѕд« яѕе Ём г’——џг яб «бг‘«яб «бм Ќж«бне« ѕм ќЁе ѕг ‘Џ»д« Ўн» е ‘е«г е «бднб ж «б‘г” г‘ Џ«—Ё—џг «бгдџ’« ,1
«бнжг «б”«»Џ д«∆» —∆н” ћ«гЏе «бгд’ж—е «бѕж«Џм «б«гдне ”»»  ёѕнг гжЏѕ «б«г Ќ«д« ,1
бжб« «б«дёб«» б”«—  Џћбе «б»д«Ѕ ж«бЏбг ж«б«ё ’«ѕ ж«бЌ—н«  ж«бё«джд «”—Џ гд «Ќб«гд«,1
«д« ÷ѕ «б—ё«»е «б«ѕ«—не Џбм «б«»ѕ«Џ «бЁдн ж «бЋё«Ён,1
 Ќне  ёѕн— ж«Џ“«“ б–бя «бЏ»ё—н «б–н «ќ —Џ «бћ»де «б—жгн «бЁя—е ћ  Ён ѕг«џе «“«н,1
нжг нжг е«г Ён г‘—жЏ «бЏбг ёже жеѕЁе ћ–» ж ”янд «бЁ «гн ѕ«ќб «бЁ’жб Ён нжг ж«Ќѕ Џд Ў—нё «б«Ё,1
‘«еѕ «ќ— яб«г ћгЏе «бџ÷» б«  “«б Ён «б–«я—е,1
«еб« ж”еб«,1
ѕ Џб«Ѕ «б«”ж«дн г« ен «бн«  «б Ќжб «бѕнгжё—«Ўн «б–н  Ќнѕ Џде «б”бЎе «бЌ«бне «ё—« «бгё«б я«гб«,1
«бЁ ‘я—,1
«бнжг «б”«»Џ «б»»б«жм жж“н— «б«жё«Ё жг” ‘«— «бг‘нќе н’бжд «бя« ѕ—«∆не бб ед∆е «ќ»«— г’— «бнжг «б”«»Џ,1
«бћн‘ нЎбё «б джн— »ћ“н—е «б—г«ѕн »Џѕ гж«ће«  ЏднЁе гЏ «бЋж«—,1
Џ«ћб еƒб«Ѕ ег «‘—«Ё г’— жяб«г ќЎн— Ён ’гнг «б«ќж«д «д’Ќяг »”г«Џе,1
»Џѕ —Ё÷ ÷н«Ѕ —‘ж«д ёЎе «бдў«г  Џѕнб«  «бѕ” ж— «б м  ћ«еб  гё —Ќ«  дё«»е «б’ЌЁннд «д ў—ж« Ё Ќ ё÷не ёѕнге б—‘ж«д «ж «жб«ѕе е ”я  жб« д–нЏ,1
«‘«Џе “н џн—е« г« еж гж”г ‘я—« Џбм «б”ƒ«б Џг—ж,1
Ён «жб ћжбе «б«Џ«ѕе ѕЏ« «б«”ж«дн бћ»ее  ѕЏг г—”н »‘—жЎ «бЋж—е Ёбг« —Ё÷ «б«ќж«д ‘—жЎ «бЋж—е ѕЏ« «бм «бгё«ЎЏе жгж«ёЁе ябе« гд‘ж—е жеж Ёќж— »е«,1
б« г« Џ—Ё‘ «бг‘ябе «дя »  ябг Џд Ќгб «б”б«Ќ Џбм «”«” «де Ќ«ће »”нЎе «д« яд  »г‘н бг« нЌ’б ÷—» Ўж» «’б«  ёжб бн ”б«Ќ,1
Ён нжг гд «б«н«г ё—— ћгнЏ «еб «бё—не «д н’бж« ’б«е «б«” ”ё«Ѕ  ћгЏж« ћгнЏег бб’б«е бяд «Ќѕег я«д нЌгб гЏе гўбе  бя ен «бЋёе Ём «ббе,1
«гн жбя Ён е–« «бнжг ѕЏже ЌЁўя «ббе гд яб ”жЅ н«ћд н ЌЁў «ббе «гн ж«ге« яг жћгнЏ «ге«  «бг”бгнд Џнѕ «б«г,1
Ќ»н»«д дЌд «бм «д нд«г «бёг— ћже—е гЌгжѕ ѕ—жн‘,1
«ё»«б «бг’—ннд Џбм «б ’жн  Ём «б«д ќ«»«  ÷г«де б»—бг«д нЏ»— Џд «б‘Џ» ж«д ќ«» ггЋбнд б‘»«» «бЋж—е ÷г«де б»—бг«д н” ягб ге«г Ћж— д«,1
нжг Џўнг Џбм ‘Џ» Џўнг »«–д «ббе Ќ‘жѕ «бг’—ннд же «Ё« ег ж”бгн ег  Ќ—я «б’ќ— «бд’— ё«ѕг жг« «бд’— «б« гд Џдѕ «ббе,1
‘»н”м бн“ «ббм я«д Џбне Ўг«Ўгне я»н—е гёѕ—‘ «д”м,1
гд «ћгб г«‘«еѕ  Ён Ќн« н «я»— дћжг ежбнжѕ жег« Џ«бг”—Ќ »н ћгЏж« бё—«не я «» еж«—ѕ “д Џд «б «—нќ «б‘Џ»н б ж’нбе ббд«”,1
«б’б«е Ён «б«ё’м  Џ«ѕб ’б«е е–« Ћж«» «б’б«е ЁёЎ бяд Ћж«» «бж’жб ж«бће«ѕ жгё«—Џе «бнежѕ б« нг«Ћбе« Ћж«» ж«ћ—,1
«ндг« жћѕ «бЏѕб ЁЋг ‘—Џ «ббе,1
 Ќне б«»Ў«б «я ж»— жбб‘Џ» «б–м ”«дѕ ёж« е «бг”бЌе Ќ м Ќёё гбЌге «бЏ»ж— «бЏўнг е–« «б‘Џ» «бё«ѕ— Џбм  Ќёнё «бгЏћ“«  ”жЁ нЌёё «еѕ«Ё Ћж— е,1
«бд«ѕн «б«ебн еж «бд«ѕн «б—”гн ббѕжбе «бг«ѕе б«жбм,1
—∆н” «бгћб” «б«Џбм ббё÷«Ѕ «бЌ«бм гд —гж“ «” ёб«б «бё÷«Ѕ жёѕ ’дЏ г‘—жЏ« Џўнг« гЏ «бг” ‘«— «Ќгѕ гян гд «ћб «” ёб«б «бё÷«Ѕ «бж«ћ» г”«дѕ е,1
«ед∆ «б«”« –е ж«б“гб«Ѕ «б«Ё«÷б гƒ””м Ќ“» «бѕ” ж— »гжбжѕег «бћѕнѕ « гдм «д няжд «÷«Ёе Ќёнёне ббЌн«е «б”н«”не жёже ѕ«ЁЏе б Ќёнё «еѕ«Ё «бЋж—е,1
»я—е «Ќ”д жб”е Ён «гб,1
» Ё—Ќ «жжн бг«  »ём «д  «б”»» Ён ÷Ќяе Ќѕ «д  » Џ‘ёе,1
гё«б —«∆Џ бќ«бѕ гд ’—,1
гд  я—нг «ббе ббг—«е «д ќ’е« »«б–я— Ён я «»е жћЏбе« «жб гд ”Џм ж«жб гд «”бг ж«жб ‘енѕе жябе« «жбжн«  —ЁЏ  гд ёѕ—е« ж ‘«де«,1
Џд «б—жё«д «ббн я«д  Ёне ѕнд« «бжѕнѕн Ё «џдне жЌѕе ќн««б,1
«б—÷« »г«« я »е «ббе бя нћЏб бя «бЌн«е яг«  —нѕ,1
дЌд дѕЁЏ «б«гб Ём Џёжб ж ёбж» «бг’—ннд,1
ќбё  г»—Ѕ« гд яб Џн» я«дя ёѕ ќбё  яг«  ‘«Ѕ ”нѕд« «бд»н,1
«»—«енг Џн”м ёбг ‘ћ«Џ ж÷гн— нёў жЏб«ге »«—“е Ём  «—нќ «бгеде  Ќне бе жбЁ—нё «бѕ” ж— ж” »ём Ќ—не «б’Ќ«Ёе Ём г’— Ћг—е г” Ќёе бд÷«б «б’ЌЁннд,1
б« нжћѕ  н«— »ёже е–« «б‘Џ» «бЏўнг «б–н ё«г »«бЋж—е,1
«б џнн—бд н« м «б« »ж«”Ўе «б‘»«» «бЌё гЏяг «бг’ѕ«ёне бѕняг ж «бг” ё»б «г«де Ём «нѕняг гЏ« ”дџн—,1
«н «г—«е  ’дЏ «бЌ» ж«б«нЋ«— ж«б«е г«г ж«бЏЎЁ ж«бЌд«д гƒебе «д  ’»Ќ «г гЋ«бне,1
ћжжб “г««бя ѕжгндня,1
«бнжг «д ’«— бб«”б«г,1
»”ге «гб гд «бг” ‘Ём «”Џ«ѕ џн—я «”Џ«ѕ бдЁ”я,1
‘Ё  «б”г«Ѕ Ёжёя  ќнб гѕ«е« »дћжге« »«ћ—«ге« »«ббн Ёне« ж«ббн ќбёе« гд Џѕг ж«Ќ ж«е« «дн «Ќ»я Ќ» џЎм Џбне«  ќнб,1
«д « Ё—Ќе ћ«  б Џдѕн »Џѕ ѕдн« гд «б Џ» «б”Џ«ѕе «ббн »Џ‘е« н Ќ»н»н «д « «б”»» ÷ЌР я Џёбя ћдждя ж«бЌд«д «ббн Ён Џнждя ‘н—,1
«б«”б«г ‘нЅ џн— е–« «бгЏдм «б–н «—«ѕ ќ’жге «д нЌ’—же Ёне «б«”б«г Џёнѕе жЏ»«ѕе жжЎд жћд”не ж”г«Ќе жёже жќбё жг«ѕе жЋё«Ёе,1
«Ё÷б б«Џ» н«бЏ«бг н—ѕ Џбм «бг‘яянд »еѕЁ «ќ— гд г«—яе —жд«бѕж ж нЏбд дЁ”е гд «б‘е— «б—«»Џ «ёжм «бг—‘Ќнд ббя—е «б–е»не,1
ё’е ё’н—е Џ—Ё —»е Ё«Ќ»е ЁЏ«‘ ”Џнѕ«,1
«д« г”бг ж»Ё ќ—,1
«ќ н«— «бѕя ж— Џг—ж ќ«бѕ ÷гд «яЋ— ‘ќ’н«   «Ћн—« Ён «бЏгб «б«ћ г«Џн Ён г’— бЏ«г,1
«Ќ»я «б–н «Ќ»» дм Ёне,1
«» ”г Ё«д ед«я гд нЌ»я нЏ дн »я нЌгня нд’—я н”гЏя н—«я еж «б—Ќгд «б—Ќнг,1
«д  «бжЌнѕ «ббн ёб»н н» ”г бЌяня гд ћг«бе,1
бг’— ‘Џ» нЌгне« —» «ћЏб е–« «б»бѕ «гд« гЎг∆д«,1
”н«ѕе «б—∆н” «д« «Ќ —гя »ёѕ— «Ќ —«гя ббгЌяге «бѕ” ж—не,1
г«няб «жнд «Џ ёѕ «д «Џўг б«Џ» бЏ» б —н«б гѕ—нѕ Ён яб «бЏ’ж— еж я—н” н«дж —жд«бѕж нбне »ж‘я«‘ «”Ўж—е,1
Џ«н“ «ёжбя »Ќ»я гд “г«д ћѕ« гЌгѕ гЌ”д,1
 Ќне б‘»«» «»—нб Џбм ћеѕег џн— «бг”»жё Ён  жЏне «б‘Џ» гд ќЎ— Џжѕе «бЁбжб ж Ќне «ќ—м бег Џбм «бЌгбе «б—«∆Џе,1
 Ќне б—∆н” ћгеж—не Ёд“жнб« «б–н «дЌ«“ »ё—«— «Џ«ѕе ”Ён— »б«ѕе ббё«е—е бЋж—е г’— ж«—«ѕе ‘Џ»е« ж«яѕ Џбм г «де жЏгё «бЏб«ё«  »нд «б‘Џ»нд,1
гд б« нЏ—Ё ёѕ— «бг” ‘«— гян жё÷«е «б«” ёб«б «б«ћб«Ѕ Џбне «д нЏжѕ «бм гЏ—я ег «бЏўнге Ён Џ«г ÷ѕ дў«г г»«—я бнЏ—Ё ѕж—ег «б «—нќн ббжЎд,1
ќбё ћгнб Ћё«Ёе «бЌж«— ж ё»б «б—«н «б«ќ—,1
«б’ЁЌе «б—”гне б’д«Џ «бЌн«е г’—  ед∆яг »ёѕжг Џнѕ «бЁЎ— «бг»«—я яб Џ«г ж«д г »ќн—,1
«б« гб еж  бя «бд«Ё–е «б’џн—е «б н гег« ’џ— Ќћге« «б« «де«  Ё Ќ «Ё«ё« ж«”Џе Ён «бЌн«е,1
’ж—е  ћгЏ «б”«ќ— «бЏўнг гЌгжѕ «б”Џѕдн ж «б«ќ «б«’џ— «бЁд«д ’б«Ќ «б”Џѕдн,1
дед∆ «б‘Џ» «бг’—н ж«б«ге «бЏ—»не »‘е— —г÷«д жбняд е–« «б‘е— Ё—’е ббг’«бЌе жб жЌнѕ «б’Ё жЌёд «бѕг«Ѕ,1
 ”бг «б«н«ѕн н« ћн‘ »б«ѕн ж н« ‘Џ» »б«ѕн  Ќ—н— ”нд«Ѕ гд «б’е«нде «б«ќж«д,1
Ќ«гѕнд —«÷нд Џбня г жябнд бя «бЌгѕ —»д« Ё « гг дЏг я Џбнд« жЏ«Ён я ж” —я ж«”Џѕд« Ён «бѕдн« ж«б«ќ—е,1
«ќ’ »«б‘я— ѕ гЌгѕ «б»б «ћм «б–м «бг  »е «“ге ’Ќне бћежѕе Ём  ћгнЏ «б’Ё «бжЎдм б «”н”не «бѕ” ж— ж«”«бяг «бѕЏ«Ѕ б—ћб жЎдм »Ќё,1
Џдѕм ёг— »”е— гЏ«е Џдѕм гЏ«ѕ жЌ»н»м бџ«е я«—нжям,1
—Ќг «ббе «бЌ«÷— «бџ«∆» «нёжде «бд÷«б «бЁб”Ўндм гЌгжѕ ѕ—жн‘  Ќне жѕЏ«Ѕ Ём –я—«е,1
Ём Џўг я гбё ‘ я нн— » я”» ж  Ё—Ќ «бгб«ннд «б«ебм,1
г Џжѕ ‘ «‘жЁ Ё «бд«” џн— «бћг«б Ќг“е дг—е,1
яб Џ«г ж «д г »ќн—  Џ—Ёж« Џбн гў«е— Ё—Ќе Џнѕ «бЁЎ— «бг»«—я гд ќб«б «б»жг ’ж— бнжг «бЏнѕ гд ћгнЏ «дЌ«Ѕ «бЏ«бг,1
»”ге «гб ћѕнѕе гЏ б–е «бЏЎ«Ѕ,1
Ёќж— «дн г’—н «жб« ж «ќн—«,1
н« ‘Џ» г’— «бЏўнг «не« «бё«∆ѕ ж«бгЏбг яг «д« Ёќж— »‘—Ё «б«д г«Ѕ бя,1
«Ќ÷д «ббм » Ќ»е »яб«гя ёжбе ябге Ќбже Ёћ«е,1
 Ќне б’ЌЁнн «бѕ” ж— ж‘»«»е Ён «Џ ’«гег гд «ћб Ќё «б‘Џ» Ён ’Ќ«Ёе Ќ—е жб г”яег »ё«∆ѕег «бжЎдн «»—«енг Џн”м ж »«бѕ” ж— я’ЌнЁе г” ёбе,1
»д«  Џг«—е «д  «б«гб Ём «бЏнжд »д«  едѕ”е,1
«б‘жяжб« е ж«бёеже Ён—ж“ жЌбнг «б‘ « ж«ббнб ж«д  Ќ«ћ«  » Ё—Ќ,1
гѕ«ќбе дћн» ”«жн—” гЏ «б«»—«‘нн ж Џбнёе Џбм «” ё«бе ѕ«б»—«ѕЏн ж«Ќѕ«Ћ г’—,1
’ж—е ћгнбе бЏ‘» «” «ѕ «б«г«—«  «—”д«б,1
г»—жжя б ”ж«—н“ Ё«“ »ћ«∆“е «ж”я«— »Џѕ «ѕ«∆е «б—«∆Џ Ён Џѕ  «Ёб«г,1
–я—м «” Џ«ѕе ”нд«Ѕ ” гЋб Џнѕ« ббЏ”я—не ж«бѕ»бжг«”не «бг’—не ,1
«б»—«ѕЏн н” ёжм »«г—ня« г—е«ќ—м ж н—”б Џ’«г «бЏ—н«д «бн ж«‘дЎд ‘∆ гё—Ё,-1
Џжѕе ћг«Џе «б«ќж«д «бм «бЌн«е «б”н«”не »дЁ” ж÷Џе« «б”«»ё г” Ќнбе ж«бЎ—гќе Џбм ћ—«∆г «бг«÷н бд  ћЏбд« д ёѕг ‘»—«,-1
«б«’—«— Џбн «б«” Ё «Ѕ Ён ўб жЎд гг“ё жџбн«д ‘Џ»н жџн«» «гдн жё÷«Ѕ гЏЎб ж«Џб«г гЌ«’— еж «дЏѕ«г бб«Ќ”«” »«бг”ƒжбне дЌж г’—,-1
«ѕнд »‘ѕе  ёѕнг яб ’«Ќ» —«н «ж д«‘Ў ”н«”н ббгЌ«яг«  «бЏ”я—не Џбн «бгћб” «бЏ”я—н «б«б “«г » Џеѕе »Џѕг «Ќ«бе «бгѕдннд бгЌ«яг«  Џ”я—не,-1
«бЏдЁ гѕ«д ÷ѕ гд‘«  Џ«ге «ж ќ«’е ÷ѕ гћгЏ гЌ«яг «ж «ё”«г бб‘—Ўе «ж гё— «Џб«гн Ќ“»н я«ќж«д «жд б«нд гд «б«ће“е «б«гдне «ж гд «бг ў«е—нд,-1
«д« бж дЁ”н «ќЎЎ ж «— » ж «’—Ё Ёбж” «бѕдн« Џ‘«д «‘же «б«ќж«д г‘ Ќ«Џ—Ё «ќ —Џ Ќѕ “н ’Ёж  Ќћ«“н,-1
 Ќ«бЁ »нд «д’«— »н  «бгёѕ” ж «бЌ—” «бЋж—н б дЁн– Џгбн«  «—е«»не Ён г’— г’— «б«ќж«д «бгѕ «б‘нЏн Џгбн«  «—е«»не,-1
г‘ Џн»  я–» Џг—н г« Џгб  жб« еЏгб »бжя бЌѕ б«  гѕЌ дЁ”я,-1
«б÷ЏЁ «б«д ќ«»н ж«бћг«ен—н б« нё ’— Џбм «б«Ќ“«» «бћѕнѕе жнЎ«б »яб  «янѕ ёжм —«”ќе Ён «бг‘еѕ «б”н«”н «б« «д Џёжѕ ”бЎжне г»«—я «бЎжнбе «дея е«,-1
гд– Џ«гнд жЌ м «б«д яб г« ёѕге «д’«—  н«—«  «б‘Џ«—«  «б«”б«гне бг’— гћ—ѕ г‘«—нЏ ќд«ё«  гЏ «бЏ«бг ж«бяжд ж«»д«Ѕ «бжЎд,-1
«б”бЁн ”Џнѕ Џ»ѕ «бЏўнг ё«б «д г—”н «не гд «н«  «ббе жд”н «д «ббе  Џ«бм «—”б «бм г’— «н«г ”нѕд« гж”м «н«  где« «бћ—«ѕ ж«бёгб ж«б÷Ё«ѕЏ ж«бѕг,-1
«яЋ— ‘Џж— нжћЏ бг«  ћжЏ Ён »н  гж »н яг,-1
е« бн «ќж«д «н Ќ«ће г‘  джнд жг‘ ÷гн— «ќж«д ж»Џѕе« ябге г‘ е б«ён џн— бжЎ ж‘н«Ўнд,-1
«бг«ўе б«»ѕ гд гЏ«н—е «бЏѕ«ѕ«  ж жЌнѕ «б Џ—нЁе бяб «бё«Ўднд «б ёѕн—«  «бћ“«Ёне ўбг жб«»ѕ «д   жёЁ,-1
«б«”ж«дн г«–« ЁЏбж« «б«ќж«д —ѕ«Џбм ”Ќб Ё «е ж Џ—н е« жё б «бЏ‘—«  гд ё»б «бЏ”я— «б–нд я«дж« г Ќ«бЁнд гЏег «д–«я,-1
Ќ—не «б Џ»н— б«   ÷гд «б Ќ—н÷ Џбм «бЏдЁ ж «бЁ де «бЎ«∆Ёне »б еж ќЎ«» я—«ене,-1
ё’ѕн я«д гжће бя–»я «дн г« яд ‘ ед«я,-1
г—”н Ё Ќ Џбм дЁ”е Ё жЌе ÷дя »–« е «б—∆«”не ѕн ѕе Ёне д«” ен»ём янЁе« «б‘ нге »Џѕ яѕе,-1
»я—н ё»б г«н” ёнб ќѕ гЏ«е «бгня—жЁжд «б»н »я—н г д ќѕ џ—÷е гд «бгћб”,-1
жн»ём ѕ«∆г« «б”ƒ«б бг« «д  ћ«гѕ ёжн жгЁ —÷ «д «бгЏ«—÷нд »нгж ж« »џнўег ‘«џб дЁ”я »нег бне г« » ” г Џ‘ »Ќб«же «дћ«“« я«б«ћ«»е б«дя Ё«‘б,-1
ћ ж«дЏ  «б—∆н” »Џѕ «бЌ‘ѕ «бг–е»н ж«бЎ«∆Ён »—∆н” «б яЁн—ннд «бгд ќ» нг дЏ  ‘жне гжёЁн ж Ќжнбе »Џ»Ћ «бм «н ‘нЅ џн— —Ё÷ «бг–е»не ж«б яЁн—,-1
ѕ «»ж «бЁ жЌ «бЌяжге «б«”—«∆нбне  Ўнб «гѕ «б’—«Џ гЏ «бЁб”Ўндннд б«де б« нгядег «б«” г—«— ж «б г«”я »ѕжд е–«,-1
«” г—«— «бЌ—«я «бЎб«»н » ћ«гЏе «бгд’ж—е гЁн‘ Џ”«я— нЌягжд«,-1
«я»— гЏжёе жќ«“жё «ќ–д«е я«д гд «б«ќж«д «д« ‘«нЁ яѕе ж«бнжг нћ» «д дягб «бг‘ж«— ѕждег,-1
